set,list,related,write the set out using a custom routine,write the list out using a custom routine,read the set in using a custom routine,read the list in using a custom routine,verify that base set and subsets are not modifiable,verify that base list and sublists are not modifiable,factory method to create a synchronized set,factory method to create a synchronized list,factory method to create an unmodifiable set,factory method to create an unmodifiable list,it is normally created to decorate an empty set,it is normally created to decorate an empty list,gets the set being decorated,gets the list being decorated,gets the decorated set,gets the decorated list,an empty unmodifiable set,an empty unmodifiable list,,,,,,,,,,,,,,,,,,
setvalue,getvalue,identifier,setvalue should throw an illegalstateexception,getvalue should throw an illegalstateexception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short,boolean,related,converting the result into a short,converting the result into a boolean,get a short associated with the given configuration key,get a boolean associated with the given configuration key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
store,get,related,stores the value against the specified multi-key,gets the value mapped to the specified multi-key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subset,tailset,identifier,subset is synchronized on the same lock as the parent,tailset is synchronized on the same lock as the parent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tail,head,antonym,the current tail index,the current head index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiedmapentry,defaultmapentry,identifier,test the tiedmapentry class,test the defaultmapentry class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffer,array,related,gets the next value from the buffer,gets the next element from the array,returns the next object in the buffer,returns the next element in the array,gets the next element from the array,gets and removes the next object from the buffer
map,hashmap,related,map created by reset,hashmap created by reset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contains,containsall,identifier,make sure calls to contains dont change anything,make sure calls to containsall dont change anything,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serialize,write,related,serializes this map to the given stream,writes this object to the given output stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
map,keys,related,gets an iterator over the map,gets an iterator over the keys,an iterator over the map,gets an iterator over the keys,view of the keys,gets the keyset view of the map,view of the keys,gets the values view of the map,view of the keys,gets a values view of the map,view of the keys,gets a keyset view of the map,view of the keys,gets the entryset view of the map,view of the keys,gets an entryset view of the map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bag,map,related,write the bag out using a custom routine,write the map out using a custom routine,read the map in using a custom routine,read the bag in using a custom routine,factory method to create a fixed size sorted map,factory method to create a synchronized sorted bag,factory method to create a synchronized sorted bag,factory method to create a lazily instantiated sorted map,removes the specified key from the map,removes all copies of the specified object from the bag,it is normally created to decorate an empty map,it is normally created to decorate an empty bag,an empty unmodifiable sorted map,an empty unmodifiable sorted bag,compares this map to another,compares this bag to another,gets the bag being decorated,gets the map being decorated,an empty unmodifiable bag,an empty unmodifiable map,returns the number of elements in this bag,returns the number of key-value mappings in this map,the current total size of the bag,gets the current size of the map,the size of the map,the current total size of the bag,the size of the map,the current total size of the bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entry,value,related,set implementation over the entries of the fasthashmap,collection implementation over the values of the fasthashmap,special implementation to handle disappearing values,special implementation to handle disappearing entries,set implementation over the entries of the fasttreemap,collection implementation over the values of the fasttreemap,gets the value associated with the key,returns the entry associated with the given key,returns the value associated with the given key,returns the entry associated with the given key,return the value for the newest mapping,return the entry for the oldest mapping,return the value for the oldest mapping,return the entry for the oldest mapping,return the entry for the newest mapping,return the value for the newest mapping,return the value for the oldest mapping,return the entry for the newest mapping,the last returned value,the current last returned entry,the last returned entry,the last returned value,convenience method for getting an iterator over the values,convenience method for getting an iterator over the entries,gets the entry mapped to the key specified,gets the value mapped to the specified multi-key,gets the entry mapped to the key specified,gets the value mapped to the key specified,view of the values,view of the entries,returns a set view of this maps entries,returns a collection view of this maps values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard,weak,antonym,constant indicating that hard references should be used,constant indicating that weak references should be used,constant indicating that hard references should be used,constant indicating that weak references should be used,constant indicating that weak references should be used,constant indicating that hard references should be used,constant indicating that weak references should be used,constant indicating that hard references should be used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
next,specified,related,gets the index of the next element,gets the last index of the specified key,gets the index of the next element,gets the index of the specified key
set,remove,related,sets the value at the specified index,removes the element at the specified index,sets the element at the specified index,removes the element at the specified index
construct,create,related,constructs a new node,creates a new node with previous,creates a new node,constructs a new node,creates a new node,constructs a new header node
value,multi-key,related,checks if the map contains the specified value,checks whether the map contains the specified multi-key,checks whether the map contains the specified value,checks whether the map contains the specified multi-key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specify,correspond,related,removes the specified mapping from this map,which removes the corresponding mapping from the map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blocking,synchronized,near antonym,factory method to create a blocking buffer,factory method to create a synchronized list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
map,collection,related,write the map out using a custom routine,write the collection out using a custom routine,read the map in using a custom routine,read the collection in using a custom routine,collectionmutator to handle changes to the collection,subclasses could override to handle changes to the map,add an additional map to the composite,add an additional collection to this composite,it is normally created to decorate an empty map,it is normally created to decorate an empty collection,the map to decorate,the collection to decorate,instead it simply returns the value from the wrapped collection,instead it simply returns the setcollection from the wrapped map,instead it simply returns the inverse from the wrapped map,instead it simply returns the value from the wrapped collection,gets the map being decorated,gets the collection being decorated,gets the maximum size of the map the bound,gets the maximum size of the collection the bound,an empty unmodifiable map,an empty unmodifiable collection,gets the map being decorated,the collection being decorated,,,,,,,,,,,,,,,,,,,,,
pair,key,related,gets a debugging string view of the pair,gets a debugging string version of the key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
default,specified,related,constructs an unboundedfifobuffer with the default number of elements,constructs an unboundedfifobuffer with the specified number of elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makefullmap,makeemptymap,identifier,create canonical objects with this code map map makefullmap,create canonical objects with this code map map makeemptymap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
error,warning,related,used to display errors while accessingmutating the bean,used to display warnings while accessingmutating the bean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red,black,related,make this node red,make this node black,make this node red,make this node black,make this node red,make this node black,make this node red,make this node black,force a node if it exists red,force a node if it exists black,is this node red,is this node black,is this node red,is this node black,is this node red,is this node black,is this node red,is this node black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noderemoved,nodeinserted,identifier,as the noderemoved method updates the iterator,as the nodeinserted method updates the iterator state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sets,remove,related,sets the element at the specified index,remove the element at the specified position in the list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remove,replace,related,removes the last returned element,replaces the last returned element
previous,specified,related,gets the index of the previous element,gets the last index of the specified key,gets the index of the specified key,gets the index of the previous element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
right,parent,related,get the right node,get the parent node,get the right node,get the parent node,get the right node,get the parent node,get the right node,get the parent node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttreemap,fasthashmap,identifier,collection implementation over the values of the fasttreemap,collection implementation over the values of the fasthashmap,set implementation over the keys of the fasthashmap,set implementation over the entries of the fasttreemap,set implementation over the keys of the fasttreemap,set implementation over the keys of the fasthashmap,set implementation over the entries of the fasttreemap,set implementation over the entries of the fasthashmap,set implementation over the keys of the fasttreemap,set implementation over the entries of the fasthashmap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empty,non-empty,antonym,check putall ok adding empty map to empty map,check putall ok adding non-empty map to empty map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard,soft,antonym,constant indicating that hard references should be used,constant indicating that soft references should be used,constant indicating that hard references should be used,constant indicating that soft references should be used,constant indicating that soft references should be used,constant indicating that hard references should be used,constant indicating that soft references should be used,constant indicating that hard references should be used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,index,related,gets the index of the specified key,get the opposite index of the specified index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,element,related,gets the previous node,gets the previous element,gets the previous node,gets the index of the previous element,the index of the next node to be returned,gets the index of the next element to be returned,gets the next node,gets the index of the next element,gets the next node,gets the next element,removes all the nodes from the list,removes all of the elements from this list,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tailset,headset,identifier,tailset is synchronized on the same lock as the parent,headset is synchronized on the same lock as the parent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construct,insert,related,constructs a new node,inserts a new node into the list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value,element,related,the last returned value,removes the last returned element,the last returned value,replaces the last returned element,sets the value at the specified index,gets the element at the specified index,sets the value at the specified index,removes the element at the specified index,sets the value at the specified index,sets the element at the specified index,gets the value at the specified index,gets the element at the specified index,gets the value at the specified index,removes the element at the specified index,gets the value at the specified index,sets the element at the specified index,gets the next value from the buffer,gets the next element from the array,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iterator,comparator,related,set the iterator at the given index,replace the comparator at the given index,sets the iterator at the given index,replace the comparator at the given index,set the iterator at the given index,replace the comparator at the given index in the comparatorchain,sets the iterator at the given index,replace the comparator at the given index in the comparatorchain,the iterator being decorated,the comparator being decorated,the comparator being decorated,gets the iterator being decorated,the iterator being decorated,the comparator being decorated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutator,accessor,related,or the mutator method for that property,or the accessor method for that property,returns the mutator for the property with the given name,returns the accessor for the property with the given name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chain,list,related,the chain of iterators,gets the list of iterators unmodifiable,the chain of iterators,get the list of iterators unmodifiable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,false,related,asserttruemap get should return null for gcd element,asserttruemap containskey should return false for gcd element,gets a predicate that always returns false,gets a transformer that always returns null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gets,return,related,gets the last highest key currently in this map,return the last highest key currently in this sorted map,gets the last key currently in this map,return the last highest key currently in this sorted map,gets the last key in the map,return the last highest key currently in this sorted map,gets the first lowest key currently in this map,return the first lowest key currently in this sorted map,gets the first key currently in this map,return the first lowest key currently in this sorted map,gets the first key currently in this map,return the last highest key currently in this sorted map,gets the last key currently in this map,return the first lowest key currently in this sorted map,gets the first key in the map,return the first lowest key currently in this sorted map,gets the element at the specified index,return the element at the specified position in the list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
given,specified,related,sets the iterator at the given index,sets the value at the specified index,sets the iterator at the given index,sets the element at the specified index
lookup,determine,related,lookup the entry for the specified key,determine the exact hash entry for the key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,multi-key,related,gets the collection mapped to the specified key,gets the value mapped to the specified multi-key,checks whether the map contains the specified key,checks whether the map contains the specified multi-key,checks if the map contains the specified key,checks whether the map contains the specified multi-key,removes the specified key from the map,removes the specified multi-key from this map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stack,list,related,the stack of iterators,gets the list of iterators unmodifiable,the stack of iterators,get the list of iterators unmodifiable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
size,capacity,related,empty map with the specified maximum size,empty map with the specified initial capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
create,insert,related,creates a new node,inserts a new node into the list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
